Customer ID,Quantity,Price,TotalPrice,Recency,Frequency,Monetary,tenure,MonthlyTrend,AOV,Churn
12346.0,1.1304347826086956,12.57304347826087,-1.4060869565217393,67,15,-1.4060869565217393,294,-3.0,12.57304347826087,0
12347.0,11.661971830985916,2.295070422535211,18.63830985915493,3,2,18.63830985915493,37,29.0,2.2950704225352117,1
12348.0,18.65,0.7195,11.108,74,1,11.108,0,-11.0,0.7195,1
12349.0,9.233644859813085,8.406448598130842,24.73822429906542,43,4,24.73822429906542,327,35.0,8.406448598130842,0
12351.0,12.428571428571429,2.355238095238095,14.33,11,1,14.33,0,-34.0,2.355238095238095,1
12352.0,10.444444444444445,3.033333333333333,19.1,11,2,19.1,16,-3.0,3.033333333333333,1
12353.0,9.6,1.939,15.888,44,1,15.888,0,2.0,1.939,1
12355.0,13.772727272727273,2.399090909090909,22.191363636363636,203,1,22.191363636363636,0,2.0,2.399090909090909,1
12356.0,21.738095238095237,3.111666666666667,42.407738095238095,16,3,42.407738095238095,44,25.0,3.111666666666667,1
12357.0,23.509090909090908,8.458424242424242,73.2120606060606,24,2,73.2120606060606,0,118.0,8.458424242424242,1
12358.0,14.327586206896552,4.41603448275862,46.879482758620696,11,3,46.879482758620696,356,-142.0,4.41603448275862,0
12359.0,7.553719008264463,4.651074380165289,20.40793388429752,61,8,20.40793388429752,308,8.0,4.651074380165289,0
12360.0,14.52808988764045,3.126067415730337,17.42505617977528,15,6,17.42505617977528,276,12.0,3.126067415730337,0
12361.0,7.578947368421052,4.152631578947369,16.913157894736845,98,3,16.913157894736845,220,-37.0,4.152631578947369,0
12362.0,1.0,130.0,130.0,374,1,130.0,0,-5.0,130.0,1
12366.0,98.66666666666667,1.6900000000000002,166.74666666666667,269,1,166.74666666666667,0,2.0,1.6900000000000002,1
12368.0,18.333333333333332,4.391666666666667,50.98333333333333,264,1,50.98333333333333,0,15.0,4.391666666666667,1
12369.0,13.344086021505376,3.148924731182796,19.25967741935484,49,3,19.25967741935484,228,-9.0,3.148924731182796,0
12370.0,7.2,6.410285714285715,22.132,260,3,22.132,44,1.0,6.410285714285715,1
12371.0,8.125,4.05625,20.95596153846154,45,3,20.95596153846154,235,60.0,4.05625,0
12373.0,8.621621621621621,4.644594594594595,20.622972972972974,260,2,20.622972972972974,49,-54.0,4.644594594594595,1
12374.0,20.4,2.9894,44.9258,57,3,44.9258,166,-2.0,2.9894,0
12376.0,18.46153846153846,8.03076923076923,38.70384615384615,25,2,38.70384615384615,28,-12.0,8.03076923076923,1
12377.0,15.48,2.762266666666667,23.976,17,2,23.976,208,26.0,2.762266666666667,0
12378.0,9.597560975609756,4.402073170731708,17.167073170731708,198,1,17.167073170731708,0,54.0,4.402073170731708,1
12379.0,9.951219512195122,2.948780487804878,18.73121951219512,58,2,18.73121951219512,112,-59.0,2.948780487804878,0
12380.0,12.353932584269662,22.033370786516855,29.030561797752807,17,10,29.030561797752807,281,-20.0,22.033370786516855,0
12382.0,-1.0,18.38,-18.38,318,1,-18.38,0,-2.0,18.38,1
12385.0,9.257575757575758,3.852272727272727,29.142424242424244,15,2,29.142424242424244,0,65.0,3.852272727272727,1
12386.0,26.75,2.72625,32.3625,2,1,32.3625,0,-58.0,2.72625,1
12387.0,14.88888888888889,2.7622222222222224,15.993333333333332,51,1,15.993333333333332,0,1.0,2.7622222222222224,1
12388.0,11.717391304347826,2.9269565217391307,24.357608695652175,81,2,24.357608695652175,136,11.0,2.9269565217391307,0
12389.0,12.53061224489796,2.6542857142857144,29.251632653061222,38,3,29.251632653061222,253,3.0,2.6542857142857144,0
12391.0,4.877005347593583,4.427860962566845,12.229572192513368,100,6,12.229572192513368,198,60.0,4.427860962566845,0
12392.0,10.428571428571429,5.035714285714286,33.53571428571429,227,1,33.53571428571429,0,-76.0,5.035714285714286,1
12393.0,10.1875,2.872916666666667,16.544791666666665,18,3,16.544791666666665,46,25.0,2.872916666666667,1
12395.0,16.479591836734695,2.965816326530612,20.904489795918366,7,4,20.904489795918366,231,-20.0,2.965816326530612,0
12396.0,9.092307692307692,2.2993846153846156,14.329692307692307,310,1,14.329692307692307,0,53.0,2.2993846153846156,1
12399.0,20.0,1.9568627450980391,16.738235294117647,21,3,16.738235294117647,259,-50.0,1.9568627450980391,0
12400.0,8.272727272727273,2.9136363636363636,18.65909090909091,50,1,18.65909090909091,0,-4.0,2.9136363636363636,1
12402.0,8.15,3.4650000000000003,16.975833333333334,28,6,16.975833333333334,277,0.0,3.4650000000000003,0
12403.0,41.0,7.1325,147.91500000000002,157,1,147.91500000000002,0,-7.0,7.1325,1
12404.0,1.0,63.24,63.24,318,1,63.24,0,-3.0,63.24,1
12406.0,25.387096774193548,2.685,45.023548387096774,24,4,45.023548387096774,308,26.0,2.685,0
12408.0,13.807017543859649,3.079824561403509,25.211754385964912,15,5,25.211754385964912,119,3.0,3.079824561403509,1
12409.0,47.36708860759494,3.022974683544304,76.16164556962025,56,6,76.16164556962025,144,35.0,3.022974683544304,0
12410.0,9.285714285714286,5.4192857142857145,22.884285714285713,138,1,22.884285714285713,0,-51.0,5.4192857142857145,1
12411.0,6.2727272727272725,3.3954545454545455,15.768181818181818,45,1,15.768181818181818,0,8.0,3.3954545454545455,1
12412.0,16.6,2.4552857142857145,19.345000000000002,38,5,19.345000000000002,137,-13.0,2.4552857142857145,0
12413.0,2.5384615384615383,9.13076923076923,18.565384615384616,38,1,18.565384615384616,0,4.0,9.13076923076923,1
12414.0,0.05263157894736842,25.109473684210524,6.842105263157895,99,5,6.842105263157895,0,6.0,25.109473684210524,1
12415.0,66.38207547169812,3.075566037735849,92.18792452830189,11,7,92.18792452830189,152,81.0,3.075566037735849,0
12416.0,12.0,1.5345454545454544,18.414545454545454,292,1,18.414545454545454,0,-89.0,1.5345454545454544,1
12417.0,7.306010928961749,5.575573770491803,17.100601092896174,37,15,17.100601092896174,332,-10.0,5.575573770491803,1
12418.0,9.855072463768115,3.2505797101449274,19.541594202898548,49,4,19.541594202898548,216,27.0,3.2505797101449274,0
12419.0,9.24,5.0436000000000005,20.1204,21,2,20.1204,27,-23.0,5.0436000000000005,1
12421.0,7.809523809523809,5.14095238095238,13.645714285714286,51,3,13.645714285714286,90,11.0,5.14095238095238,0
12422.0,16.21167883211679,19.83846715328467,24.202846715328466,30,18,24.202846715328466,327,-1.0,19.83846715328467,1
12423.0,11.35,3.14725,19.077,23,2,19.077,78,12.0,3.14725,0
12424.0,19.029850746268657,2.0758208955223885,22.81820895522388,58,5,22.81820895522388,309,20.0,2.0758208955223885,0
12425.0,10.288135593220339,2.3028813559322034,15.31542372881356,66,2,15.31542372881356,18,-43.0,2.3028813559322034,1
12426.0,6.134615384615385,3.436923076923077,14.013076923076925,282,2,14.013076923076925,16,1.0,3.436923076923077,1
12427.0,7.9,4.925,30.35,7,1,30.35,0,5.0,4.925,1
12429.0,21.649350649350648,2.9238961038961038,47.85857142857143,1,6,47.85857142857143,180,10.0,2.923896103896104,0
12431.0,10.364161849710984,3.9221387283236995,24.872947976878613,9,16,24.872947976878613,320,-6.0,3.9221387283236995,1
12433.0,21.05923344947735,2.538885017421603,24.574878048780487,2,6,24.574878048780487,110,133.0,2.538885017421603,1
12434.0,6.9,3.406,14.864500000000001,17,1,14.864500000000001,0,-127.0,3.406,1
12435.0,38.19736842105263,2.9001315789473683,80.21105263157895,32,4,80.21105263157895,340,8.0,2.9001315789473683,0
12437.0,13.12303664921466,3.126256544502618,19.62876963350785,29,28,19.62876963350785,344,6.0,3.126256544502618,1
12439.0,6.053333333333334,3.6194666666666664,14.7264,318,3,14.7264,43,-30.0,3.6194666666666664,1
12440.0,8.8,5.422571428571429,21.947142857142858,93,3,21.947142857142858,260,10.0,5.422571428571429,0
12441.0,11.0,3.700909090909091,15.77727272727273,2,1,15.77727272727273,0,-3.0,3.700909090909091,1
12443.0,8.666666666666666,5.87047619047619,23.11,368,1,23.11,0,10.0,5.87047619047619,1
12445.0,6.761904761904762,2.837619047619048,13.956190476190478,36,2,13.956190476190478,20,-20.0,2.837619047619048,1
12449.0,72.9,2.693,76.86,46,2,76.86,28,0.0,2.693,1
12450.0,9.59375,2.423125,14.6584375,35,5,14.6584375,75,12.0,2.423125,1
12451.0,17.427672955974842,2.270880503144654,22.723333333333333,99,4,22.723333333333333,66,33.0,2.270880503144654,1
12454.0,53.142857142857146,8.649047619047618,102.20738095238096,31,7,102.20738095238096,286,-30.0,8.649047619047618,0
12455.0,8.854014598540147,4.402262773722628,24.913065693430656,81,4,24.913065693430656,276,2.0,4.402262773722628,0
12457.0,9.72,6.7312,22.1812,53,2,22.1812,17,-15.0,6.7312,1
12458.0,10.434782608695652,3.6663043478260873,18.045434782608698,63,2,18.045434782608698,60,23.0,3.6663043478260873,1
12459.0,11.217391304347826,4.148695652173913,19.754782608695653,241,1,19.754782608695653,0,-3.0,4.148695652173913,1
12460.0,9.444444444444445,4.381111111111111,18.147222222222222,92,1,18.147222222222222,0,-5.0,4.381111111111111,1
12466.0,1.0,56.73,56.73,318,1,56.73,0,-17.0,56.73,1
12467.0,0.0,1.6177777777777778,0.0,22,2,0.0,37,8.0,1.6177777777777778,1
12468.0,14.796747967479675,2.5831707317073174,23.581382113821135,66,7,23.581382113821135,259,-7.0,2.5831707317073174,0
12469.0,33.578947368421055,2.999605263157895,40.40184210526316,158,2,40.40184210526316,14,64.0,2.999605263157895,1
12470.0,4.130434782608695,3.928260869565217,9.215217391304348,325,1,9.215217391304348,0,-43.0,3.928260869565217,1
